url,cluster
"https://www.akakce.com/televizyon/en-ucuz-samsung-85cu8000-4k-ultra-hd-85-216-ekran-uydu-alicili-smart-led-tv-fiyati,130133474.html",item
"https://www.akakce.com/televizyon/en-ucuz-samsung-50cu8000-4k-ultra-hd-50-127-ekran-uydu-alicili-smart-led-tv-fiyati,483274033.html#/107/?s=6&v=12088&p=483274033&c=17384&g=975360780&f=%2Fr%2F%3Fpr%3D483274033%26vd%3D12088%26pg%3D975360780",item
"https://www.akakce.com/tv-box/en-ucuz-xiaomi-mi-box-s-4k-2-nesil-android-fiyati,483712691.html",item
"https://www.akakce.com/tuvalet-kagidi/en-ucuz-maylo-ooo-40-rulo-fiyati,1203578340.html",item
"https://www.akakce.com/tv-box/en-ucuz-xiaomi-tv-stick-4k-dolby-chromecast-android-tv-medya-oynatici-fiyati,1577905966.html",item
"https://www.akakce.com/anakart/en-ucuz-gigabyte-a520m-k-v2-amd-am4-ddr4-micro-atx-fiyati,345130238.html",item
"https://www.akakce.com/tuvalet-kagidi/en-ucuz-maylo-bambu-katkili-40-rulo-fiyati,1360665056.html",item
"https://www.akakce.com/elektrikli-bisiklet/en-ucuz-rks-nc20-premium-gri-fiyati,670585615.html",item
"https://www.akakce.com/elektrikli-bisiklet/en-ucuz-ape-ryder-buffalo-fiyati,670964912.html",item
"https://www.akakce.com/televizyon/en-ucuz-samsung-65s85d-4k-ultra-hd-65-165-ekran-uydu-alicili-smart-oled-tv-fiyati,753127384.html",item
"https://www.akakce.com/kagit-havlu/en-ucuz-papia-3-katli-6-rulo-fiyati,4664777.html",item
"https://www.akakce.com/monitor/en-ucuz-samsung-odyssey-g3-ls24dg302euxuf-24-1-ms-full-hd-pivot-180-hz-oyuncu-u-fiyati,760553382.html#/2558/?s=4&v=10001&p=760553382&c=18101&g=856998572&f=%2Fr%2F%3Fpr%3D760553382%26vd%3D10001%26pg%3D856998572",item
"https://www.akakce.com/tuvalet-kagidi/en-ucuz-solo-bambu-katkili-40-li-fiyati,436908675.html#/5904/?s=15&v=11281&p=436908675&c=15850&g=995551443&f=%2Fr%2F%3Fpr%3D436908675%26vd%3D11281%26pg%3D995551443",item
"https://www.akakce.com/televizyon/en-ucuz-samsung-50cu8000-4k-ultra-hd-50-127-ekran-uydu-alicili-smart-led-tv-fiyati,483274033.html#/935/?z=128&v=2696&s=1&p=483274033&c=18017&g=938813970&f=%2Fr%2F%3Fpr%3D483274033%26vd%3D2696%26pg%3D938813970",item
"https://www.akakce.com/televizyon/en-ucuz-samsung-55cu8000-4k-ultra-hd-55-140-ekran-uydu-alicili-smart-led-tv-fiyati,491839084.html",item
"https://www.akakce.com/monitor/en-ucuz-samsung-odyssey-g3-ls24dg302euxuf-24-1-ms-full-hd-pivot-180-hz-oyuncu-u-fiyati,760553382.html#/2558/?s=5&v=13275&p=760553382&c=23112&g=952451115&f=%2Fr%2F%3Fpr%3D760553382%26vd%3D13275%26pg%3D952451115",item
"https://www.akakce.com/televizyon/en-ucuz-samsung-50cu8000-4k-ultra-hd-50-127-ekran-uydu-alicili-smart-led-tv-fiyati,483274033.html",item
https://www.akakce.com/gunes-gozlugu/bebek-gunes-gozlugu.html,search
https://www.akakce.com/gunes-gozlugu/ralph-lauren-erkek.html,search
https://www.akakce.com/erkek-mont/new-balance.html,search
https://www.akakce.com/gunes-gozlugu.html,search
https://www.akakce.com/battaniye.html,search
https://www.akakce.com/termos.html,search
https://www.akakce.com/roman-kitaplari.html,search
https://www.akakce.com/isitici.html,search
https://www.akakce.com/sirt-cantasi/nike.html,search
https://www.akakce.com/kulaklik.html,search
https://www.akakce.com/spor-ayakkabi/adidas.html,search
https://www.akakce.com/elektrikli-bisiklet.html,search
https://www.akakce.com/yemek-takimi.html,search
https://www.akakce.com/gunes-gozlugu/karl-lagerfeld-erkek.html,search
https://www.akakce.com/gunes-gozlugu/persol.html,search
https://www.akakce.com/gunes-gozlugu.html#/3197/?z=143&s=0&v=2108&p=846079012&c=21872&k=7503&g=846079012&f=%2fr%2f%3fpr%3d846079012%26vd%3d2108%26pg%3d846079012,search
https://www.akakce.com/elektrikli-bisiklet/750-watt.html,search
https://www.akakce.com/bilezik.html,search
https://www.akakce.com/monitor/full-hd.html,search
https://www.akakce.com/elektrikli-bisiklet/iki-kisilik.html,search
https://www.akakce.com/magaza/ciceksepeti.html#/10236/?z=124&s=29&v=10236&p=162215467&c=20594&k=8925&g=970840677&f=%2fr%2f%3fpr%3d162215467%26vd%3d10236%26pg%3d970840677,store
https://www.akakce.com/magaza/ciceksepeti.html#/10236/?z=124&s=16&v=10236&p=618579963&c=20594&k=9931&g=959414343&f=%2fr%2f%3fpr%3d618579963%26vd%3d10236%26pg%3d959414343,store
https://www.akakce.com/magaza/e-bebek.html,store
https://www.akakce.com/magaza/watsons.html,store
https://www.akakce.com/magaza/ciceksepeti.html#/10236/?z=124&s=8&v=10236&p=330931388&c=20594&k=8840&g=976242647&f=%2fr%2f%3fpr%3d330931388%26vd%3d10236%26pg%3d976242647,store
https://www.akakce.com/magaza/ciceksepeti.html,store
https://www.akakce.com/magaza/vivensecom.html,store
https://www.akakce.com/cocuk-giyim-aksesuar.html,serach1
https://www.akakce.com/saat-giyim-aksesuar.html,serach1
https://www.akakce.com/info/kvkk/cerez-politikasi/,kvkk
https://www.akakce.com/brosurler/a101,akt
https://www.akakce.com/yorum/?p=131983292#YorumYap,com
https://www.akakce.com/yorum/?p=1958594929,com
https://www.akakce.com/yorum/?p=436908675#YorumYap,com
https://www.akakce.com/akakcem/giris/?m=1&,log
https://www.akakce.com/info/hakkimizda.asp,hak
https://www.akakce.com/karaca.html,brand
https://www.akakce.com/yilbasi-hediyeleri/,kam
https://www.akakce.com/adetli-al-az-ode/,kam
https://www.akakce.com/en-cok-takip-edilen-urunler/,kam
https://www.akakce.com/piyasaya-gore-ucuz-urunler/?c=17008&y=10,piy
https://www.akakce.com/#/9876/?z=144&v=2108&s=9&p=767963068&c=21872&g=903641223&f=%2Fr%2F%3Fpr%3D767963068%26vd%3D2108%26pg%3D903641223,home
https://www.akakce.com/,home
