url,dir
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,0
https://www.trendyol.com/arcelik/900-kmx-9-kg-a-kurutma-makinesi-p-796119952,1
https://www.trendyol.com/arcelik/md-201-s-mikrodalga-firin-p-339211448,2
https://www.trendyol.com/tchibo/profesional-special-filtre-kahve-4x250gr-p-52915799,3
https://www.trendyol.com/helly-hansen/helly-hansen-w-daybreaker-snap-kadin-yesil-polar-49535-489-p-865693680,4
https://www.trendyol.com/kumtel/fanli-isitici-2000-w-lx-6331-gri-p-66082951,5
https://www.trendyol.com/arcelik-x-b626,6
https://www.trendyol.com/arcelik-davlumbaz-x-b626-c103627,7
https://www.trendyol.com/tchibo-x-b993,8
https://www.trendyol.com/penti-x-b125,9
https://www.trendyol.com/sr?wb=125&vr=size|group-2-3-yas,10
https://www.trendyol.com/sr?wb=125&vr=size|group-3xl,11
https://www.trendyol.com/arcelik-beyaz-televizyon-x-b626-r3-c104156,12
https://www.trendyol.com/arcelik-termosifon-x-b626-c104085,13
https://www.trendyol.com/arcelik-hazir-gunes-enerji-sistemleri-x-b626-c143990,14
https://www.trendyol.com/sr?wb=125&vr=size|group-75c,15
https://www.trendyol.com/freshlife-x-b146451,16
https://www.trendyol.com/penti-omuz-cantasi-x-b125-c101465,17
https://www.trendyol.com/tchibo-sweatshirt-x-b993-c1179,18
https://www.trendyol.com/penti-iclik-x-b125-c103713,19
https://www.trendyol.com/penti-kolye-x-b125-c102,20
https://www.trendyol.com/penti-elbise-x-b125-c56,21
https://www.trendyol.com/tchibo-sicak-su-torbasi-ve-isitici-ped-x-b993-c144529,22
https://www.trendyol.com/sr?wb=993&pbi=true,23
https://www.trendyol.com/penti-fantezi-jartiyer-x-b125-c109043,24
https://www.trendyol.com/arcelik-cay-makinesi-x-b626-c108890,25
https://www.trendyol.com/arcelik-tv-aksesuari-x-b626-c104461,26
https://www.trendyol.com/tchibo-termometre-nem-olcer-x-b993-c165820,27
https://www.trendyol.com/sinbo-x-b656,28
https://www.trendyol.com/toshiba-bilgisayar-x-b108145-c108656,29
https://www.trendyol.com/gipta-hesap-makinesi-x-b106309-c104462,30
https://www.trendyol.com/penti-fantezi-kulot-x-b125-c109044,31
https://www.trendyol.com/tchibo-plaj-cantasi-x-b993-c1147,32
https://www.trendyol.com/penti-panduf-x-b125-c1132,33
https://www.trendyol.com/tchibo-spor-sort-x-b993-c101458,34
https://www.trendyol.com/arcelik-yumurta-pisirme-makinesi-x-b626-c145469,35
https://www.trendyol.com/sr?wb=125&vr=size|group-s,36
https://www.trendyol.com/arcelik-diger-isiticilar-x-b626-c165494,37
https://www.trendyol.com/nurgaz-kamp-lambasi-x-b108802-c109731,38
https://www.trendyol.com/fom-kitap-yayinlari-sinav-hazirlik-kitabi-x-b150483-c104360,39
https://www.trendyol.com/sr?wc=104360&rp=true,40
https://www.trendyol.com/ari-sinav-hazirlik-kitabi-x-b105751-c104360,41
https://www.trendyol.com/teba-su-isitici-kettle-x-b111361-c101508,42
https://www.trendyol.com/proware-kamp-lambasi-x-b160443-c109731,43
https://www.trendyol.com/preo-soba-isitici-x-b111148-c104083,44
https://www.trendyol.com/viomi-robot-supurge-x-b163078-c109453,45
https://www.trendyol.com/sinbo-su-isitici-kettle-x-b656-c101508,46
https://www.trendyol.com/cansu-odabas-co-soba-isitici-x-b149731-c104083,47
https://www.trendyol.com/homenter-soba-isitici-x-b165612-c104083,48
https://www.trendyol.com/beko-mikrodalga-firin-x-b782-c103681,49
https://www.trendyol.com/gufo-soba-isitici-x-b157872-c104083,50
https://www.trendyol.com/king-soba-isitici-x-b789-c104083,51
https://www.trendyol.com/hais-soba-isitici-x-b162353-c104083,52
https://www.trendyol.com/sr?wb=125&vr=size|group-12-13-yas,53
https://www.trendyol.com/merida-bisiklet-x-b111053-c104580,54
https://www.trendyol.com/yuva-yayinlari-sinav-hazirlik-kitabi-x-b105418-c104360,55
https://www.trendyol.com/the-north-face-x-b768,56
https://www.trendyol.com/camasir-makinesi-x-c103625,57
https://www.trendyol.com/omega-yayinlari-sinav-hazirlik-kitabi-x-b158294-c104360,58
https://www.trendyol.com/realme-robot-supurge-x-b145557-c109453,59
https://www.trendyol.com/foldo-bisiklet-x-b161840-c104580,60
https://www.trendyol.com/sharp-camasir-makinesi-x-b108140-c103625,61
https://www.trendyol.com/sr?wc=103625&rp=true,62
https://www.trendyol.com/etek-x-c69,63
https://www.trendyol.com/dreame-dik-supurge-x-b145946-c109454,64
https://www.trendyol.com/sr?wb=103495&cc=true,65
https://www.trendyol.com/helly-hansen-kayak-ekipmani-x-b103495-c104524,66
https://www.trendyol.com/arbike-bisiklet-x-b107933-c104580,67
https://www.trendyol.com/59-cm-bisiklet-x-c104580-a456-v1180830,68
https://www.trendyol.com/eis-yayinlari-sinav-hazirlik-kitabi-x-b110105-c104360,69
https://www.trendyol.com/helly-hansen-spor-sandalet-x-b103495-c163825,70
https://www.trendyol.com/sr?wc=103625&gb=true,71
https://www.trendyol.com/tern-bisiklet-x-b146266-c104580,72
https://www.trendyol.com/helly-hansen-mont-x-b103495-c118,73
https://www.trendyol.com/karaca-dik-supurge-x-b325-c109454,74
https://www.trendyol.com/dinamo-yayinlari-sinav-hazirlik-kitabi-x-b155820-c104360,75
https://www.trendyol.com/helly-hansen-x-b103495,76
https://www.trendyol.com/milenyum-sinav-hazirlik-kitabi-x-b164541-c104360,77
https://www.trendyol.com/cita-yayinlari-sinav-hazirlik-kitabi-x-b154043-c104360,78
https://www.trendyol.com/lydsto-robot-supurge-x-b145710-c109453,79
https://www.trendyol.com/anker-robot-supurge-x-b108203-c109453,80
https://www.trendyol.com/victoria-s-secret-x-b150,81
